stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,location_type,parent_station,wheelchair_boarding
K_LESV_1,"Kerichen Lesven",,  48.406078,  -4.479059,,,,1
4CHEM_1,"4 Chemins",,  48.405392,  -4.477817,,,,2
JANSEN_1,"Jansen",,  48.428520,  -4.442316,,,,2
8MAI_2,"8 mai 1945",,  48.413361,  -4.475469,,,,2
8MAI_1,"8 mai 1945",,  48.412968,  -4.475593,,,,2
KEROUM_1,"Keroumen",,  48.412270,  -4.394499,,,,1
KEROUM_2,"Keroumen",,  48.412315,  -4.394492,,,,1
ABER_1,"Aber-Ildut",,  48.380985,  -4.613691,,,,1
ABER_2,"Aber-Ildut",,  48.380474,  -4.613637,,,,1
AMUNDS_2,"Amundsen",,  48.377964,  -4.523359,,,,1
AMUNDS_1,"Amundsen",,  48.378033,  -4.523422,,,,1
A_RONA_1,"Amiral Ronarc'h",,  48.395489,  -4.523859,,,,1
A_RONA_2,"Amiral Ronarc'h",,  48.395424,  -4.524541,,,,1
ANJOU_2,"Anjou",,  48.454910,  -4.464996,,,,1
LAVOIS_1,"Lavoisier",,  48.426956,  -4.443631,,,,2
CORIO_1,"Coriolis",,  48.427330,  -4.446839,,,,1
FRESN_1,"Fresnel",,  48.428822,  -4.448362,,,,2
COMTE_1,"Comte",,  48.377949,  -4.536796,,,,2
COMTE_2,"Comte",,  48.377995,  -4.536449,,,,2
PASTEU_2,"Pasteur",,  48.400822,  -4.488943,,,,1
PASTEU_1,"Pasteur",,  48.400051,  -4.489032,,,,1
PAULET_2,"Paulet",,  48.414841,  -4.475187,,,,1
PAULET_1,"Paulet",,  48.415321,  -4.475317,,,,1
FRANKL_2,"Franklin",,  48.408073,  -4.497739,,,,1
FRANKL_1,"Franklin",,  48.408073,  -4.497739,,,,1
BARADO_2,"Baradozic",,  48.395214,  -4.412801,,,,1
BARADO_1,"Baradozic",,  48.395378,  -4.415153,,,,1
BARATI_2,"Baratier",,  48.401424,  -4.509365,,,,2
BARATI_1,"Baratier",,  48.401665,  -4.509423,,,,2
KENNED_1,"Kennedy Gare",,  48.387470,  -4.482618,,,,1
DE_RO_2,"De Rochon",,  48.361050,  -4.564936,,,,1
DE_RO_1,"De Rochon",,  48.361065,  -4.564789,,,,1
BERGOT_1,"Bergot",,  48.407158,  -4.509629,,,,1
BRGOT_2,"Bergot",,  48.407227,  -4.510126,,,,1
BERLIO_2,"Berlioz",,  48.413078,  -4.497772,,,,2
BERLIO_1,"Berlioz",,  48.413143,  -4.496546,,,,2
BERRY_1,"Berry",,  48.404045,  -4.515808,,,,1
BERRY_2,"Berry",,  48.403721,  -4.515942,,,,1
SYVOM_2,"Sycomores",,  48.377327,  -4.586339,,,,2
SYCOM_1,"Sycomores",,  48.377377,  -4.586575,,,,2
ILES_1,"Les îles",,  48.382607,  -4.486982,,,,1
ILES_2,"Les îles",,  48.382614,  -4.487037,,,,1
BRECON_2,"Brecon",,  48.445404,  -4.466619,,,,2
BRECON_1,"Brecon",,  48.445454,  -4.466652,,,,2
PROVEN_3,"Provence",,  48.407604,  -4.514784,,,,1
KERHAL_1,"Kerhallet",,  48.402935,  -4.508370,,,,1
KERHAL_2,"Kerhallet",,  48.403084,  -4.508295,,,,1
VAL_HI_5,"Vali Hir",,  48.386993,  -4.525914,,,,1
KROAZKER,"Kroaz Kervern",,  48.387192,  -4.350855,,,,2
BOUGUE_2,"Bouguen",,  48.400440,  -4.498936,,,,1
BOUGUE_1,"Bouguen",,  48.400074,  -4.498129,,,,1
BOUG_R,"Bouguen",,  48.400635,  -4.498731,,,,1
GOUEZ_2,"Gouez",,  48.411037,  -4.526676,,,,1
BOURBO_2,"Bourbonnais",,  48.406834,  -4.512717,,,,2
KNEIS_2,"Kernéis",,  48.406490,  -4.506370,,,,2
BRAILL_1,"Braille",,  48.403515,  -4.471744,,,,1
BRAILL_2,"Braille",,  48.403542,  -4.471747,,,,1
BRANLY_2,"Branly",,  48.365788,  -4.589184,,,,2
BRANLY_1,"Branly",,  48.365723,  -4.589054,,,,2
BRASSE_1,"Brasserie",,  48.417568,  -4.494482,,,,1
BRASSE_2,"Brasserie",,  48.417881,  -4.494794,,,,1
BRAZZA_2,"Brazza",,  48.398174,  -4.461575,,,,2
BRAZZA_1,"Brazza",,  48.397846,  -4.461329,,,,2
CAMFR_2,"Camfrout",,  48.397636,  -4.392423,,,,2
CAMFR_1,"Camfrout",,  48.397747,  -4.392167,,,,2
CAPUCI_2,"Capucines",,  48.453064,  -4.458624,,,,1
GNEMER_2,"Guynemer",,  48.394787,  -4.463681,,,,1
CASA_1,"Casabianca",,  48.373512,  -4.536266,,,,1
CAST_D_2,"Castel-an-Daol",,  48.382710,  -4.521706,,,,1
CAST_D_1,"Castel-an-Daol",,  48.382637,  -4.521114,,,,1
C_NEVZ_2,"Castel Nevez",,  48.384937,  -4.602279,,,,1
C_NEVZ_1,"Castel Nevez",,  48.384811,  -4.602222,,,,1
CASTEL_1,"Castelmein",,  48.413227,  -4.541293,,,,2
AFPA_1,"AFPA",,  48.412582,  -4.501556,,,,1
GOUEZ_1,"Gouez",,  48.411411,  -4.527362,,,,1
AFPA_2,"AFPA",,  48.411911,  -4.501617,,,,1
FORTIN_2,"Fortin",,  48.433483,  -4.510059,,,,1
FORTIN_1,"Fortin",,  48.433475,  -4.510072,,,,1
GUELM_2,"Guelmeur Eglise",,  48.391998,  -4.463995,,,,1
CHAMP_1,"Champagne",,  48.438229,  -4.387082,,,,1
VENDEE_2,"Vendée",,  48.404369,  -4.511147,,,,2
VENDEE_1,"Vendée",,  48.404350,  -4.511036,,,,2
GOFFIC_2,"Le Goffic",,  48.397430,  -4.444242,,,,1
GOFFIC_1,"Le Goffic",,  48.397274,  -4.443543,,,,1
CHAMP_2,"Champagne",,  48.438278,  -4.387319,,,,1
CHAPAL_2,"Chapalain",,  48.415596,  -4.488313,,,,1
CHAPAL_1,"Chapalain",,  48.415615,  -4.488899,,,,1
CHAPEL_2,"Chapelle",,  48.425468,  -4.516723,,,,1
CHDEAU_1,"Château d'eau",,  48.374920,  -4.556758,,,,1
CHDEAU_2,"Château d'eau",,  48.374802,  -4.557393,,,,1
CHOISE_2,"Choiseul",,  48.406746,  -4.476408,,,,1
BERNAR_1,"Bernard",,  48.398113,  -4.446823,,,,1
BERNAR_2,"Bernard",,  48.398109,  -4.446742,,,,1
LAMOT_1,"Lamotte Picquet",,  48.394852,  -4.492648,,,,1
LAMOT_2,"Lamotte Picquet",,  48.394779,  -4.492910,,,,1
CLAUZ_1,"Clauzel",,  48.401058,  -4.512705,,,,1
CLAUZ_2,"Clauzel",,  48.401478,  -4.512489,,,,1
COAT_J_2,"Coat-Jestin",,  48.427429,  -4.413416,,,,2
COAT_J_1,"Coat-Jestin",,  48.427189,  -4.414158,,,,2
COATY_1,"Coat ty Ogant",,  48.418102,  -4.548524,,,,2
COATAU_1,"Coataudon",,  48.414333,  -4.440337,,,,1
COATAU_2,"Coataudon",,  48.414272,  -4.440316,,,,1
COATU_2,"Coatuelen",,  48.374031,  -4.567613,,,,1
COATU_1,"Coatuelen",,  48.374020,  -4.567977,,,,1
GROIX_1,"Groix",,  48.407177,  -4.504128,,,,2
GROIX_2,"Groix",,  48.407139,  -4.504042,,,,2
COQ_HA_2,"Coq Hardi",,  48.405663,  -4.462564,,,,2
COQ_HA_1,"Coq Hardi",,  48.405598,  -4.462583,,,,2
REPUBL_2,"République",,  48.388920,  -4.479244,,,,1
KERER_1,"Kerervern",,  48.425732,  -4.441547,,,,2
GAMBET_2,"Gambetta-Gare",,  48.388344,  -4.482055,,,,1
CROAS_1,"Croas ar Go",,  48.362545,  -4.583729,,,,1
GAMBET_1,"Gambetta-Gare",,  48.388336,  -4.482013,,,,1
PENNOC_2,"Croas-ar-Pennoc",,  48.425785,  -4.550759,,,,1
PENNOC_1,"Croas-ar-Pennoc",,  48.425709,  -4.550708,,,,1
REPUBL_1,"République",,  48.389050,  -4.478259,,,,1
CRUG_1,"Cruguel",,  48.372944,  -4.538751,,,,1
ESTREE_1,"D'Estrées",,  48.394814,  -4.462222,,,,1
ESTREE_2,"D'Estrées",,  48.394772,  -4.462514,,,,1
ORVES_1,"D'Est. d'Orves",,  48.390594,  -4.465439,,,,1
ORVES_2,"D'Est. d'Orves",,  48.390629,  -4.465146,,,,1
DANTON_2,"Danton",,  48.407711,  -4.402287,,,,1
DANTON_1,"Danton",,  48.407822,  -4.402084,,,,1
DAUPHI_2,"Dauphiné",,  48.405220,  -4.515636,,,,1
DAUPHI_1,"Dauphiné",,  48.405159,  -4.515601,,,,1
DEGAUL_2,"De Gaulle",,  48.447262,  -4.464297,,,,1
DESCHART,"Deschart",,  48.416950,  -4.492828,,,,1
DEGAUL_1,"De Gaulle",,  48.447594,  -4.464612,,,,1
DIXMUD_2,"Dixmude",,  48.398960,  -4.459347,,,,1
DIXMUD_1,"Dixmude",,  48.398922,  -4.459572,,,,1
PSNCF_1,"Pont SNCF",,  48.407036,  -4.393716,,,,1
PSNCF_2,"Pont SNCF",,  48.406876,  -4.393641,,,,1
D_BIAN_1,"Dour-Bian",,  48.392376,  -4.458341,,,,2
DOURIC_1,"Douric",,  48.397968,  -4.465722,,,,1
DOURIC_2,"Douric",,  48.397972,  -4.465871,,,,1
DJACQ_2,"Dourjacq",,  48.407856,  -4.471416,,,,1
DJACQ_1,"Dourjacq",,  48.407681,  -4.471962,,,,1
PRAJEN_2,"Du Prajen",,  48.424507,  -4.502875,,,,1
DROGOU_2,"Drogou",,  48.404949,  -4.494159,,,,2
DROGOU_1,"Drogou",,  48.404877,  -4.493892,,,,2
AUMALE_2,"Duc d'Aumale",,  48.401253,  -4.506903,,,,1
AUMALE_1,"Duc d'Aumale",,  48.401253,  -4.506537,,,,1
GUELM_1,"Guelmeur Eglise",,  48.392052,  -4.463975,,,,1
GNEMER_1,"Guynemer",,  48.395035,  -4.463727,,,,1
COAT_T_4,"Coat Tan",,  48.386055,  -4.534746,,,,1
ST_2,"Strasbourg",,  48.403111,  -4.466406,,,,1
THOUAR_2,"Dupetit Thouars",,  48.379154,  -4.520318,,,,1
THOUAR_1,"Dupetit Thouars",,  48.379303,  -4.520365,,,,1
ST_1,"Strasbourg",,  48.403111,  -4.466419,,,,1
SEGUIN_1,"Seguin",,  48.416656,  -4.524134,,,,1
E_COM_2,"Ecole Commerce",,  48.406902,  -4.521740,,,,1
SEGUIN_2,"Seguin",,  48.417011,  -4.524370,,,,1
B,"Multiplexe",,  48.391159,  -4.487693,,,,1
CIN_2,"Ecole Navale",,  48.375633,  -4.526236,,,,1
CIN_1,"Ecole Navale",,  48.375717,  -4.526193,,,,1
KERB_E_2,"Kerbonne Eglise",,  48.380543,  -4.515704,,,,1
KERB_E_1,"Kerbonne Eglise",,  48.380547,  -4.515746,,,,1
EROUSS_2,"Emile Rousse",,  48.386330,  -4.528495,,,,1
EROUSS_1,"Emile Rousse",,  48.386166,  -4.528216,,,,1
PENHO_1,"Penhoat",,  48.455952,  -4.452679,,,,2
F_ESPE_2,"Fr. d' Espérey",,  48.382542,  -4.508610,,,,1
GRNIER_2,"Garnier",,  48.399803,  -4.511781,,,,1
GRNIER_1,"Garnier",,  48.399658,  -4.511817,,,,1
GUIVAR_2,"Guivarch",,  48.377674,  -4.364265,,,,1
GUIVAR_1,"Guivarch",,  48.377609,  -4.364446,,,,1
FORES_2,"Forestou",,  48.390392,  -4.468326,,,,1
FORES_1,"Forestou",,  48.390339,  -4.468508,,,,1
KERALE_1,"Keraleunoc",,  48.449726,  -4.455178,,,,2
VALI_H_2,"Vali Hir",,  48.386955,  -4.526098,,,,1
POLYG_1,"Polygone",,  48.386620,  -4.518127,,,,1
FROUT_1,"Froutven",,  48.415688,  -4.434806,,,,1
FROUT_2,"Froutven",,  48.415203,  -4.435719,,,,1
NERVAL_1,"De Nerval",,  48.375385,  -4.535889,,,,1
MELOU_1,"Melou",,  48.391338,  -4.461674,,,,1
SANE_1,"Sané",,  48.389709,  -4.474022,,,,1
POLYG_2,"Polygone",,  48.386703,  -4.518531,,,,1
BEAUMA_1,"Beaumanoir",,  48.386425,  -4.516002,,,,1
GARE_2,"Gare",,  48.388103,  -4.480601,,,,1
BLOGNE_2,"Boulogne",,  48.395374,  -4.493909,,,,1
GASCO_1,"Gascogne",,  48.406528,  -4.517503,,,,1
GASCO_2,"Gascogne",,  48.406578,  -4.517428,,,,1
BLOGNE_1,"Boulogne",,  48.395596,  -4.493613,,,,1
BEAUMA_2,"Beaumanoir",,  48.386677,  -4.514937,,,,1
RAMPES_1,"Rampes",,  48.383099,  -4.487724,,,,2
RAMPES_2,"Rampes",,  48.383095,  -4.487453,,,,2
GRETRY_1,"Grétry",,  48.409328,  -4.496819,,,,1
GRETRY_2,"Grétry",,  48.409912,  -4.496815,,,,1
GUELM_4,"Guelmeur",,  48.393826,  -4.459505,,,,1
BOUDOT_1,"Baudot",,  48.423691,  -4.489847,,,,1
SCHARL,"Saint Charles",,  48.433975,  -4.397233,,,,2
KERAF_1,"Kerafur",,  48.439850,  -4.392973,,,,1
KERAF_2,"Kerafur",,  48.439964,  -4.393069,,,,1
HOCHE_2,"Hoche",,  48.404072,  -4.475395,,,,1
HOCHE_1,"Hoche",,  48.403831,  -4.474536,,,,1
L_R,"Hôpital Morvan",,  48.392773,  -4.487837,,,,1
L_A,"Hôpital Morvan",,  48.392590,  -4.487609,,,,1
HOP_1,"Hôpital Tromeur",,  48.435738,  -4.505121,,,,1
HOP_2,"Hôpital Tromeur",,  48.435883,  -4.505587,,,,1
HDEVIL_1,"Hôtel de Ville",,  48.392277,  -4.484736,,,,1
HDEVIL-2,"Hôtel de Ville",,  48.392326,  -4.484648,,,,1
FOURN_1,"Fourneuf",,  48.441399,  -4.451435,,,,2
FOURN_2,"Fourneuf",,  48.441521,  -4.451641,,,,2
PREVER_1,"Prévert",,  48.384403,  -4.597683,,,,1
PREVER_2,"Prévert",,  48.384583,  -4.597693,,,,1
BAUDOT_2,"Baudot",,  48.423748,  -4.490125,,,,1
J_LESV_2,"Jules Lesven",,  48.409279,  -4.481754,,,,1
J_LESV_1,"Jules Lesven",,  48.409325,  -4.482193,,,,1
KANT_1,"Kant",,  48.394806,  -4.519623,,,,1
KANT_2,"Kant",,  48.394859,  -4.519657,,,,1
CHFOIR_1,"Champ de Foire",,  48.373871,  -4.368030,,,,1
CHFOIR_2,"Champ de Foire",,  48.373993,  -4.368424,,,,1
KERAL_2,"Kerallan",,  48.379036,  -4.589193,,,,2
KERAL_1,"Kerallan",,  48.379017,  -4.588920,,,,2
KERAMA_1,"Keramazé",,  48.372849,  -4.579459,,,,1
KERAMA_2,"Keramazé",,  48.372459,  -4.580261,,,,1
KERANG_2,"Kerangoff",,  48.381214,  -4.509859,,,,1
AURIOL_1,"Auriol",,  48.442310,  -4.432295,,,,1
KGOUYA_2,"Kerargaouyat",,  48.375679,  -4.529615,,,,1
KGOUYA_1,"Kerargaouyat",,  48.375626,  -4.529920,,,,1
KRDREN_1,"Keraudren",,  48.426758,  -4.476824,,,,1
KRDREN_2,"Keraudren",,  48.426632,  -4.477418,,,,1
KERAV_1,"Keravel",,  48.377151,  -4.371688,,,,2
KERAV_2,"Keravel",,  48.377785,  -4.372013,,,,2
KERBER_1,"Kerbernard",,  48.407612,  -4.459551,,,,2
KERBER_2,"Kerbernard",,  48.407310,  -4.459919,,,,2
AURIOL_2,"Auriol",,  48.442074,  -4.433526,,,,1
KERCAS_1,"Kercastrec",,  48.421341,  -4.497688,,,,1
KERCAS_2,"Kercastrec",,  48.421124,  -4.497279,,,,1
KERDAN_2,"Kerdangui",,  48.375587,  -4.367017,,,,2
KERDAN_1,"Kerdangui",,  48.375629,  -4.367537,,,,2
KGOAT_2,"Kergoat",,  48.401108,  -4.509662,,,,1
KGOAT_1,"Kergoat",,  48.401119,  -4.509149,,,,1
KERGOM_2,"Kergompez",,  48.436710,  -4.383482,,,,1
MOULIN,"Le Moulin",,  48.446434,  -4.470633,,,,2
KERGOM_1,"Kergompez",,  48.436581,  -4.383411,,,,1
KGUEN_2,"Kerguen",,  48.424694,  -4.459702,,,,1
KERHOU_2,"Kerhourlo",,  48.366955,  -4.586346,,,,1
KERHOU_1,"Kerhourlo",,  48.366756,  -4.586061,,,,1
KRUHEL_1,"Kerhuel",,  48.403900,  -4.411783,,,,1
KRUHEL_2,"Kerhuel",,  48.403938,  -4.411720,,,,1
KHN_B_2,"Kerhuon Bourg",,  48.407963,  -4.398932,,,,1
KHN_B_1,"Kerhuon Bourg",,  48.408005,  -4.398856,,,,1
K_LESV_2,"Kerichen Lesven",,  48.407162,  -4.479539,,,,1
KLYCEE_1,"Kerichen Lycée",,  48.405296,  -4.484595,,,,2
KLYCEE_2,"Kerichen Lycée",,  48.405163,  -4.484740,,,,2
AIRPOR,"Aéroport",,  48.442749,  -4.419929,,,,1
KERIGO_2,"Kerigonan",,  48.397369,  -4.482976,,,,1
KERIGO_1,"Kerigonan",,  48.397846,  -4.482347,,,,1
KERINA_2,"Kerinaouen",,  48.436508,  -4.466557,,,,2
KPLACE_1,"Kerinou",,  48.404099,  -4.489575,,,,1
KERINO_1,"Kerinou",,  48.403400,  -4.488996,,,,1
KERINO_2,"Kerinou",,  48.403889,  -4.488951,,,,1
KERJA_1,"Kerjaouen",,  48.429073,  -4.410674,,,,2
KERJA_2,"Kerjaouen",,  48.429070,  -4.410605,,,,2
KMADEC_1,"Kermadec",,  48.402187,  -4.417050,,,,1
KMADEC_2,"Kermadec",,  48.402203,  -4.416957,,,,1
PERROS_1,"Perros",,  48.424896,  -4.494167,,,,2
PERROS_2,"Perros",,  48.425034,  -4.492721,,,,2
KMGUY_1,"Kermenguy",,  48.401184,  -4.501066,,,,1
KMGUY_2,"Kermenguy",,  48.401649,  -4.501723,,,,1
KNABAT_2,"Kernabat",,  48.376041,  -4.538671,,,,2
KNABAT_1,"Kernabat",,  48.375973,  -4.538649,,,,2
KNEIS_1,"Kerneïs",,  48.406715,  -4.506331,,,,2
REUN_2,"Reun-ar-C'hoat",,  48.413483,  -4.397611,,,,1
REUN_1,"Reun-ar-C'hoat",,  48.412956,  -4.397611,,,,1
KERRA_2,"Kerrarouz",,  48.373707,  -4.594352,,,,1
KERRA_1,"Kerrarouz",,  48.373985,  -4.594972,,,,1
KCAO_1,"Kerscao",,  48.405922,  -4.408738,,,,1
KRUCH_1,"Keruchen",,  48.427925,  -4.471756,,,,1
KRUCH_2,"Keruchen",,  48.427837,  -4.472030,,,,1
KERVAL_1,"Kervallon",,  48.388542,  -4.516524,,,,2
KERVAO_2,"Kervao",,  48.421066,  -4.503698,,,,1
BOURBO_1,"Bourbonnais",,  48.407127,  -4.512796,,,,2
KERZU_2,"Kerzu",,  48.410038,  -4.476295,,,,1
KERZU_1,"Kerzu",,  48.409809,  -4.476224,,,,1
KERZUD_1,"Kerzudal",,  48.380894,  -4.531317,,,,1
KERZUD_2,"Kerzudal",,  48.380764,  -4.531570,,,,1
P_PLZ_1,"Porte Plouzané",,  48.376244,  -4.553275,,,,1
P_PLZ_2,"Porte Plouzané",,  48.376396,  -4.553431,,,,1
C_SALI_1,"Croas Saliou",,  48.381279,  -4.598650,,,,1
C_SALI_2,"Croas Saliou",,  48.381130,  -4.598427,,,,1
CROASB_1,"Croas-ar-Bis",,  48.381599,  -4.357427,,,,2
CROASB_2,"Croas-ar-Bis",,  48.381355,  -4.358100,,,,2
MONTB_3,"Fort Montbarey",,  48.378216,  -4.543943,,,,1
PENGUE_1,"Penguerec",,  48.444157,  -4.474581,,,,2
P GROA_2,"Pors ar Groas",,  48.449108,  -4.476204,,,,2
MONTB_1,"Fort Montbarey",,  48.378643,  -4.544352,,,,1
FFI_1,"Place des FFI",,  48.415340,  -4.491642,,,,1
MONTB_2,"Fort Montbarey",,  48.378426,  -4.544201,,,,1
FFI_2,"Place des FFI",,  48.415375,  -4.491010,,,,1
LANDAI_1,"Landais",,  48.388824,  -4.509840,,,,1
LANDAI_4,"Landais",,  48.388283,  -4.508753,,,,1
LANDEL_1,"Landelle",,  48.396225,  -4.439640,,,,1
LANDEL_2,"Landelle",,  48.396484,  -4.440324,,,,1
LANDRE_1,"Landréan",,  48.378532,  -4.618839,,,,2
LANDRE_2,"Landréan",,  48.379574,  -4.618476,,,,2
BRAZ_1,"Lannével-Braz",,  48.373798,  -4.576185,,,,1
BRAZ,"Lannével-Braz",,  48.373772,  -4.576019,,,,1
LANRO_1,"Lanroze",,  48.420063,  -4.491094,,,,1
LANRO_2,"Lanroze",,  48.419861,  -4.490715,,,,1
LAVALL_1,"Lavallot",,  48.420689,  -4.425518,,,,2
LAVALL_2,"Lavallot",,  48.421253,  -4.424154,,,,2
GARE_1,"Gare",,  48.388069,  -4.480691,,,,1
KENNED_2,"Kennedy Gare",,  48.386879,  -4.482121,,,,1
LEBOT_1,"Le Bot Haut",,  48.401985,  -4.459361,,,,1
LEBOT_2,"Le Bot Haut",,  48.401989,  -4.459714,,,,1
BRAS_2,"Le Bras",,  48.450516,  -4.461995,,,,1
CLOITR_2,"Cloître",,  48.377895,  -4.615773,,,,1
CLOITR_1,"Cloître",,  48.378445,  -4.615019,,,,1
LECOAT_2,"Le Coat",,  48.432095,  -4.405369,,,,1
LECOAT_1,"Le Coat",,  48.432194,  -4.405219,,,,1
MUSEEM_1,"Musée Marine",,  48.382915,  -4.492428,,,,1
GORGEU_2,"Le Gorgeu",,  48.404011,  -4.505394,,,,1
GORGEU_1,"Le Gorgeu",,  48.404552,  -4.505967,,,,1
GRECO_2,"Le Greco",,  48.395477,  -4.526378,,,,1
GRECO_1,"Le Greco",,  48.395695,  -4.527341,,,,1
LOURCH_2,"Lourc'h",,  48.379639,  -4.618457,,,,2
LOURCH_1,"Lourc'h",,  48.380306,  -4.618302,,,,2
LENOBL_1,"Le Nobletz",,  48.416904,  -4.485827,,,,2
LENOBL_2,"Le Nobletz",,  48.416893,  -4.485541,,,,2
LE_PAS_1,"Le Passage",,  48.397877,  -4.385204,,,,1
LE_PAS_2,"Le Passage",,  48.397476,  -4.385424,,,,1
MUSEEM_2,"Musée Marine",,  48.382862,  -4.492367,,,,1
FLIBRE_1,"Français Libres",,  48.384258,  -4.493092,,,,1
LEREUN_1,"Le Reun",,  48.408604,  -4.395653,,,,1
JARDIN_1,"Jardin Botanique",,  48.401081,  -4.446206,,,,1
JARDIN_2,"Jardin Botanique",,  48.400482,  -4.445355,,,,1
FLIBRE_2,"Français Libres",,  48.384178,  -4.493217,,,,1
MAISSI_1,"Maissin",,  48.384109,  -4.502922,,,,1
MAISSI_2,"Maissin",,  48.384033,  -4.502844,,,,1
FRENES_2,"Frênes",,  48.456306,  -4.469099,,,,2
LOTTI_2,"Loti",,  48.382729,  -4.506480,,,,1
LOTTI_1,"Loti",,  48.382549,  -4.505360,,,,1
KERBON_1,"Kerbonne",,  48.382259,  -4.515320,,,,1
MOUETT_2,"Mouettes",,  48.381584,  -4.617754,,,,1
MYOSO_2,"Myosotis",,  48.372936,  -4.589644,,,,1
P GROA_1,"Pors ar Groas",,  48.447968,  -4.476448,,,,2
KERBON_2,"Kerbonne",,  48.382507,  -4.515420,,,,1
PFLEUR_1,"Panier Fleuri",,  48.379803,  -4.539952,,,,1
LOSCOA_1,"Loscoat",,  48.422218,  -4.499389,,,,1
PFLEUR_2,"Panier Fleuri",,  48.379704,  -4.538611,,,,1
OCTROI_2,"Octroi",,  48.396713,  -4.475112,,,,1
LOSCOA_2,"Loscoat",,  48.422249,  -4.499339,,,,1
RICHEL_2,"Richelieu",,  48.394409,  -4.474852,,,,1
RICHEL_1,"Richelieu",,  48.393925,  -4.474667,,,,1
KHN_M_1,"Kerhuon Mairie",,  48.407597,  -4.396025,,,,1
KHN_M_2,"Kerhuon Mairie",,  48.407505,  -4.395782,,,,1
RODY_1,"Rody",,  48.397942,  -4.432234,,,,1
RODY_2,"Rody",,  48.397961,  -4.432074,,,,1
BEUZIT_2,"Beuzit",,  48.421879,  -4.519383,,,,1
MALAKO_2,"Malakoff",,  48.395962,  -4.484066,,,,1
SANQUE_2,"Sanquer",,  48.391487,  -4.474024,,,,1
MALAKO_1,"Malakoff",,  48.396210,  -4.484275,,,,1
MALEYS_2,"Maleyssie",,  48.396431,  -4.460955,,,,1
MALEYS_1,"Maleyssie",,  48.395500,  -4.460685,,,,1
MARREG_2,"Marréguès",,  48.429920,  -4.500683,,,,1
BEUZIT_1,"Beuzit",,  48.421261,  -4.519275,,,,1
SANQUE_1,"Sanquer",,  48.392113,  -4.474160,,,,1
MESCOU_2,"Mescouezel",,  48.376312,  -4.597286,,,,1
MESCOU_1,"Mescouezel",,  48.375973,  -4.597092,,,,1
MESDOU_3,"Mesdoun",,  48.378765,  -4.526525,,,,1
MESDOU_4,"Mesdoun",,  48.378746,  -4.526523,,,,1
SANE_2,"Sané",,  48.389702,  -4.474523,,,,1
KERALL_2,"Keralloche",,  48.407333,  -4.490405,,,,1
MESSI_1,"Messidou",,  48.400646,  -4.482930,,,,1
MESSI_2,"Messidou",,  48.400337,  -4.482347,,,,1
M_ANGE_2,"Michel-Ange",,  48.393452,  -4.519635,,,,1
M_ANGE_1,"Michel-Ange",,  48.393494,  -4.519694,,,,1
KERALL_1,"Keralloche",,  48.407295,  -4.490020,,,,1
MIRAB_A1,"Mirabeau",,  48.409740,  -4.485514,,,,1
MONTAI_1,"Montaigne",,  48.403416,  -4.480798,,,,1
MIRAB_2,"Mirabeau",,  48.410191,  -4.485844,,,,1
MONTAI_2,"Montaigne",,  48.403183,  -4.480917,,,,1
MOUCH_2,"Mouchotte",,  48.386246,  -4.507144,,,,1
MOUCH_1,"Mouchotte",,  48.386322,  -4.507113,,,,1
MBLANC_1,"Moulin Blanc",,  48.396763,  -4.420739,,,,1
MBLANC_3,"Moulin Blanc",,  48.396088,  -4.419256,,,,1
MBLANC_2,"Moulin Blanc",,  48.397125,  -4.419593,,,,1
MYOSO_1,"Myosotis",,  48.373112,  -4.589085,,,,1
NIEPCE_2,"Niepce",,  48.424812,  -4.483160,,,,1
NIEPCE_1,"Niepce",,  48.424805,  -4.483091,,,,1
HARTEL_2,"Harteloire",,  48.392868,  -4.491034,,,,1
PALAR_2,"Palaren",,  48.396675,  -4.436053,,,,1
PALAR_3,"Palaren",,  48.397270,  -4.436401,,,,1
COUPER_2,"Couperin",,  48.412163,  -4.499726,,,,1
PALAR_1,"Palaren",,  48.396736,  -4.435803,,,,1
PALAR_4,"Palaren",,  48.397121,  -4.436165,,,,1
COUPER_1,"Couperin",,  48.412052,  -4.499779,,,,1
BRETAG_2,"Place Bretagne",,  48.413090,  -4.492960,,,,1
PATINO_2,"Patinoire",,  48.403584,  -4.508360,,,,1
P AMIS_1,"Pont Amis",,  48.456501,  -4.457403,,,,2
PATINO_1,"Patinoire",,  48.403404,  -4.508228,,,,1
P_BERT_2,"Paul Bert",,  48.381348,  -4.513330,,,,2
PENARC_1,"Pen-ar-C'hleuz",,  48.417282,  -4.482121,,,,1
PENARC_2,"Pen-ar-C'hleuz",,  48.417107,  -4.482641,,,,1
CREACH_1,"Pen-ar-Créac'h",,  48.403847,  -4.465228,,,,1
CREACH_2,"Pen-ar-Créac'h",,  48.403904,  -4.465181,,,,1
PGUEAR_1,"Pen-ar-Guear",,  48.429752,  -4.513258,,,,1
PMENEZ_2,"Pen-ar-Menez",,  48.408947,  -4.490738,,,,2
PMENEZ_1,"Pen-ar-Menez",,  48.409077,  -4.490741,,,,2
FRYSS_1,"Freyssinet",,  48.427395,  -4.570580,,,,2
PENHU_1,"Penhuel",,  48.381931,  -4.612069,,,,1
PENHU_2,"Penhuel",,  48.381927,  -4.611987,,,,2
